Código SIGEP,Nombre de la entidad,Nit,Orden,Suborden,Código DIVIPOLA Departamento,Departamento,Código DIVIPOLA Municipio ,Municipio,Clasificación Orgánica,Sector,Nivel,Tipo de Vinculacíon ,Naturaleza jurídica ,Longitud,Latitud,Año,Trimestre,Fuente,Sexo: Hombres,Sexo: Mujeres,Sexo: No reporta,Número contratistas,Número servidores públicos,Nivel: Postgrado,Nivel: Profesional,Nivel: Técnicas - Tecnológicas,Nivel: Secundaria,Nivel: Primaria,Nivel: No reporta,Edad: 18-21,Edad: 22-24,Edad: 25-28,Edad: No reporta
3690,SALUD DEL TUNDAMA,826002601,Territorial,Municipal,15,Boyacá,238,DUITAMA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,032927","5,826895",2020,4,Ultima actualización: Diciembre 2020,2,3,0,5,0,1,3,1,0,0,0,0,2,3,0
4634,INSTITUTO DEPARTAMENTAL PARA LA RECREACIONY EL DEPORTE DE CUNDINAMARCA,900294884,Territorial,Municipal,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,22,8,0,30,0,4,15,5,6,0,0,2,9,19,0
0690,ALCALDÍA DE LA JAGUA DE IBIRICO,800108683,Territorial,Municipal,20,Cesar,400,LA JAGUA DE IBIRICO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,336783","9,561997",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5255,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS,899999048-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Minas y Energía,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,4,7,0,11,0,2,0,9,0,0,0,0,3,8,0
8197,EMPRESA DE SERVICIOS PÚBLICOS DEL MUNICIPIO VILLA DE SAN DIEGO DE UBATE,NULL,Territorial,Departamental,25,Cundinamarca,843,VILLA DE SAN DIEGO DE UBATE,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-73,815439","5,309822",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0896,CONTRALORÍA GENERAL DE LA REPÚBLICA,899999067-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Organismos de control y vigilancia,No Aplica,No Aplica,No Aplica,Contraloría General de la República,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,135,191,0,0,326,12,220,15,38,41,0,9,87,230,0
1112,ALCALDÍA DE SANTUARIO,891480034,Territorial,Municipal,66,Risaralda,687,SANTUARIO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,964144","5,075748",2020,4,Ultima actualización: Diciembre 2020,3,7,0,8,2,1,3,3,3,0,0,2,6,2,0
4193,EMPRESA DE RENOVACIÓN Y DESARROLLO URBANO DE BOGOTÁ,830144890,Territorial,Distrital,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,14,17,0,31,0,7,15,5,4,0,0,1,8,22,0
3007,AGENCIA DE EDUCACIÓN POSTSECUNDARIA DE MEDELLÍN,900602106-0,Territorial,Municipal,05,Antioquia,001,MEDELLÍN,Ejecutiva,No Aplica,Descentralizado,Vinculación,Unidad Administrativa Especial con Personería Jurídica,"-75,564574","6,2530471",2020,4,Ultima actualización: Diciembre 2020,10,10,0,20,0,0,7,10,3,0,0,1,4,15,0
2684,CONTRALORÍA MUNICIPAL DE ENVIGADO,811031484-6,Territorial,Municipal,05,Antioquia,266,ENVIGADO,Organismos de control y vigilancia,No Aplica,No Aplica,No Aplica,Contraloría Municipal,"-75,587364","6,169611",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0251,ALCALDÍA DE COLOMBIA,892115007,Territorial,Municipal,41,Huila,206,COLOMBIA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,802472","3,376614",2020,4,Ultima actualización: Diciembre 2020,2,5,0,7,0,0,3,0,4,0,0,1,5,1,0
4393,GOBERNACIÓN DE BOYACÁ,891800498-1,Territorial,Departamental,15,Boyacá,001,TUNJA,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-73,357557","5,544642",2020,4,Ultima actualización: Diciembre 2020,19,16,0,33,2,11,13,5,6,0,0,0,7,28,0
0245,ALCALDÍA DE CISNEROS,890910913,Territorial,Municipal,05,Antioquia,190,CISNEROS,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,087067","6,538376",2020,4,Ultima actualización: Diciembre 2020,0,2,0,2,0,0,1,1,0,0,0,0,1,1,0
1052,ALCALDÍA DE SAN LUIS,890700842,Territorial,Municipal,73,Tolima,678,SAN LUIS,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,095082","4,133543",2020,4,Ultima actualización: Diciembre 2020,3,3,0,6,0,0,6,0,0,0,0,0,0,6,0
0209,ALCALDÍA DE CERETÉ,800096744,Territorial,Municipal,23,Córdoba,162,CERETÉ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,789633","8,888785",2020,4,Ultima actualización: Diciembre 2020,5,8,0,13,0,0,3,10,0,0,0,0,6,7,0
0329,ALCALDÍA DE BARRANCABERMEJA,890201900-6,Territorial,Municipal,68,Santander,081,BARRANCABERMEJA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,851932","7,061708",2020,4,Ultima actualización: Diciembre 2020,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0811,ALCALDÍA DE NUEVO COLÓN,800033062,Territorial,Municipal,15,Boyacá,494,NUEVO COLÓN,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,457382","5,354865",2020,4,Ultima actualización: Diciembre 2020,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0550,ALCALDÍA DE EL PEÑOL,890980917,Territorial,Municipal,05,Antioquia,541,PEÑOL,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,243531","6,219966",2020,4,Ultima actualización: Diciembre 2020,2,3,0,5,0,0,2,2,1,0,0,1,1,3,0
1528,CORPORACION PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE,823000077,Nacional,No Aplica,70,Sucre,708,SAN MARCOS,Entes autónomos,No Aplica,No Aplica,Otro,Órganos autónomos,"-75,128872","8,662577",2020,4,Ultima actualización: Diciembre 2020,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0267,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE,891000627,Nacional,No Aplica,23,Córdoba,001,MONTERÍA,Entes autónomos,Ambiente y Desarrollo Sostenible,No Aplica,Régimen Autónomo,Órganos autónomos,"-75,878535","8,750983",2020,4,Ultima actualización: Diciembre 2020,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0495,ALCALDÍA DE TAME,800102801,Territorial,Municipal,81,Arauca,794,TAME,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-71,745515","6,457094",2020,4,Ultima actualización: Diciembre 2020,1,2,0,2,1,1,0,2,0,0,0,0,1,2,0
0704,ALCALDÍA DE LA PRIMAVERA,800103308,Territorial,Municipal,99,Vichada,524,LA PRIMAVERA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-70,40911","5,48885",2020,4,Ultima actualización: Diciembre 2020,1,4,0,1,4,1,3,1,0,0,0,0,0,5,0
0532,ALCALDÍA DE EL CARMEN DE CHUCURI,890270859,Territorial,Municipal,68,Santander,235,EL CARMEN DE CHUCURÍ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,511598","6,698923",2020,4,Ultima actualización: Diciembre 2020,1,4,0,5,0,1,4,0,0,0,0,0,2,3,0
2915,CENTRO DE SALUD LA CANDELARIA,820003193,Territorial,Municipal,15,Boyacá,380,LA CAPILLA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,444632","5,095405",2020,4,Ultima actualización: Diciembre 2020,1,4,0,4,1,1,2,1,1,0,0,0,1,4,0
0298,ALCALDÍA DE COYAIMA,890702023,Territorial,Municipal,73,Tolima,217,COYAIMA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,194595","3,799339",2020,4,Ultima actualización: Diciembre 2020,6,6,0,12,0,0,7,2,3,0,0,1,4,7,0
4316,"AGENCIA PARA LA GESTIÓN DEL PAISAJE, EL PATRIMONIO Y LAS ALIANZAS PÚBLICO PRIVADAS",NULL,Territorial,Municipal,05,Antioquia,001,MEDELLÍN,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-75,564574","6,2530471",2020,4,Ultima actualización: Diciembre 2020,10,14,0,24,0,6,14,1,3,0,0,0,6,18,0
0884,CORPORACION  AUTONOMA REGIONAL DEL ALTO MAGDALENA - CAM,800255580,Nacional,No Aplica,41,Huila,001,NEIVA,Entes autónomos,Ambiente y Desarrollo Sostenible,No Aplica,Régimen Autónomo,Órganos autónomos,"-75,2809","2,934484",2020,4,Ultima actualización: Diciembre 2020,8,16,0,24,0,0,21,1,2,0,0,3,4,17,0
0732,ALCALDÍA DE LOS SANTOS,890204537,Territorial,Municipal,68,Santander,418,LOS SANTOS,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,102305","6,755734",2020,4,Ultima actualización: Diciembre 2020,3,0,0,3,0,0,1,2,0,0,0,1,1,1,0
0312,INSTITUTO COLOMBIANO PARA LA EVALUACIÓN DE LA EDUCACIÓN,860024301,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Educación,Descentralizado,Vinculación,Especial,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,48,47,0,90,5,24,67,2,2,0,0,1,27,67,0
0535,ALCALDÍA DE EL CERRITO - VALLE DEL CAUCA,800100533,Territorial,Municipal,76,Valle del Cauca,248,EL CERRITO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,2736181510925","4,52471218040845",2020,4,Ultima actualización: Diciembre 2020,4,6,0,10,0,0,2,5,3,0,0,2,2,6,0
0474,ALCALDÍA DE SAN JACINTO,800026685,Territorial,Municipal,13,Bolívar,654,SAN JACINTO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,120521","9,834832",2020,4,Ultima actualización: Diciembre 2020,6,3,0,5,4,0,7,2,0,0,0,0,2,7,0
8020,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES,900467239-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Ambiente y Desarrollo Sostenible,Central,Adscripción,Unidad Administrativa Especial sin Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,31,40,0,70,1,9,45,8,9,0,0,0,7,64,0
0769,ALCALDÍA DE MILÁN,800067452,Territorial,Municipal,18,Caquetá,460,MILÁN,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,507539","1,290718",2020,4,Ultima actualización: Diciembre 2020,6,7,0,12,1,1,6,3,3,0,0,2,5,6,0
2656,CONTRALORÍA DEPARTAMENTAL DEL VALLE DEL CAUCA,800090735-1,Territorial,Departamental,76,Valle del Cauca,001,CALI,Organismos de control y vigilancia,No Aplica,No Aplica,No Aplica,Contraloría Departamental,"-76,531985","3,451647",2020,4,Ultima actualización: Diciembre 2020,2,1,0,0,3,1,1,1,0,0,0,0,0,3,0
0032,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,899999050-8,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Trabajo,Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,4,7,0,11,0,0,5,1,5,0,0,1,4,6,0
1368,LOTERIA DE MEDELLIN,890980058,Territorial,Municipal,05,Antioquia,001,MEDELLÍN,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Industriales y Comerciales del Estado,"-75,564574","6,2530471",2020,4,Ultima actualización: Diciembre 2020,0,5,0,3,2,2,0,3,0,0,0,2,1,2,0
3706,UNIDAD DE SALUD DE IBAGUÉ USI,809003590,Territorial,Municipal,73,Tolima,001,IBAGUÉ,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,242438","4,444676",2020,4,Ultima actualización: Diciembre 2020,1,1,0,0,2,0,2,0,0,0,0,0,1,1,0
3348,HOSPITAL DE EL PASO - HERNANDO QUINTERO BLANCO - EL PASO,824000440,Territorial,Municipal,20,Cesar,250,EL PASO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,74643","9,661436",2020,4,Ultima actualización: Diciembre 2020,17,26,0,43,0,0,23,15,5,0,0,4,11,28,0
0166,ALCALDÍA DE CABUYARO,892099232,Territorial,Municipal,50,Meta,124,CABUYARO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,792313","4,284528",2020,4,Ultima actualización: Diciembre 2020,0,2,0,2,0,0,1,1,0,0,0,1,0,1,0
0524,ALCALDÍA DE EL AGUILA,800100518-4,Territorial,Municipal,76,Valle del Cauca,243,EL ÁGUILA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,04299","4,90917",2020,4,Ultima actualización: Diciembre 2020,2,7,0,5,4,1,1,4,3,0,0,1,2,6,0
8088,INSTITUTO FINANACIERO PARA EL DESARROLLO DEL VALLE DEL CAUCA,NULL,Territorial,Departamental,76,Valle del Cauca,001,CALI,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-76,531985","3,451647",2020,4,Ultima actualización: Diciembre 2020,1,2,0,3,0,0,1,2,0,0,0,0,3,0,0
2945,CENTRO DE SALUD DE PROVIDENCIA - NARIÑO,814007194,Territorial,Municipal,52,Nariño,565,PROVIDENCIA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-77,59743","1,239018",2020,4,Ultima actualización: Diciembre 2020,3,4,0,7,0,0,2,5,0,0,0,1,0,6,0
0289,"SANATORIO DE AGUA DE DIOS, EMPRESA SOCIAL DEL ESTADO",890680014-9,Nacional,No Aplica,25,Cundinamarca,001,AGUA DE DIOS,Ejecutiva,Salud y Protección Social,Descentralizado,Adscripción,Empresas Sociales del Estado,"-74,6698","4,376688",2020,4,Ultima actualización: Diciembre 2020,5,5,0,10,0,1,3,6,0,0,0,0,2,8,0
1299,ASAMBLEA DEPARTAMENTAL DEL AMAZONAS,838000125,Territorial,Departamental,91,Amazonas,001,LETICIA,Corporaciones administrativas,No Aplica,No Aplica,No Aplica,Asamblea Departamental,"-69,935907","-4,203165",2020,4,Ultima actualización: Diciembre 2020,1,2,0,3,0,0,1,0,2,0,0,2,1,0,0
0344,ALCALDÍA DE CHAPARRAL,800100053,Territorial,Municipal,73,Tolima,168,CHAPARRAL,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,483979","3,723827",2020,4,Ultima actualización: Diciembre 2020,8,20,0,28,0,0,5,15,8,0,0,5,6,17,0
3002,INSTITUCIÓN UNIVERSITARIA  ANTONIO JOSE CAMACHO,900007131-3,Territorial,Municipal,76,Valle del Cauca,001,CALI,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-76,531985","3,451647",2020,4,Ultima actualización: Diciembre 2020,8,11,0,17,2,0,5,12,2,0,0,4,6,9,0
1124,ALCALDÍA DE SIMITÍ,890480006,Territorial,Municipal,13,Bolívar,744,SIMITÍ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,946404","7,957151",2020,4,Ultima actualización: Diciembre 2020,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0
0949,ALCALDÍA DE QUÍPAMA,800029513,Territorial,Municipal,15,Boyacá,580,QUÍPAMA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,181132","5,522646",2020,4,Ultima actualización: Diciembre 2020,3,8,0,9,2,0,5,3,3,0,0,1,5,5,0
0973,ALCALDÍA DE ROLDANILLO,891900289,Territorial,Municipal,76,Valle del Cauca,622,ROLDANILLO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,152173","4,414138",2020,4,Ultima actualización: Diciembre 2020,3,11,0,12,2,0,5,3,6,0,0,3,6,5,0
0581,ALCALDÍA DE FLORIÁN,890209640,Territorial,Municipal,68,Santander,271,FLORIÁN,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,970703","5,803248",2020,4,Ultima actualización: Diciembre 2020,12,14,0,25,1,1,7,12,6,0,0,6,8,12,0
1365,BANCO INMOBILIARIO DE FLORIDABLANCA,900015871,Territorial,Municipal,68,Santander,276,FLORIDABLANCA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-73,106969","7,072392",2020,4,Ultima actualización: Diciembre 2020,4,1,0,4,1,3,2,0,0,0,0,0,2,3,0
3271,HOSPITAL  SAN ROQUE   - PRADERA,891301121,Territorial,Municipal,76,Valle del Cauca,563,PRADERA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-76,242275","3,418186",2020,4,Ultima actualización: Diciembre 2020,0,2,0,2,0,0,1,1,0,0,0,1,0,1,0
3598,HOSPITAL SAN MARTIN DE ASTREA,824000442,Territorial,Municipal,20,Cesar,032,ASTREA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,976122","9,496125",2020,4,Ultima actualización: Diciembre 2020,5,7,0,12,0,0,1,11,0,0,0,0,3,9,0
3813,EMPRESA REGIONAL DE ASEO DEL NORTE DE CALDAS S.A,900166673,Territorial,Municipal,17,Caldas,001,MANIZALES,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-75,513817","5,070275",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4654,INSTITUTO DE DEPORTES RECREACIÓN Y APROVECHAMIENTO DEL TIEMPO LIBRE,800019166,Territorial,Municipal,05,Antioquia,308,GIRARDOTA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-75,449517","6,378322",2020,4,Ultima actualización: Diciembre 2020,6,5,0,11,0,0,6,1,4,0,0,0,3,8,0
0290,"SANATORIO DE CONTRATACIÓN, EMPRESA SOCIAL DEL ESTADO",890205335-2,Nacional,No Aplica,68,Santander,211,CONTRATACIÓN,Ejecutiva,Salud y Protección Social,Descentralizado,Adscripción,Empresas Sociales del Estado,"-73,474229","6,290943",2020,4,Ultima actualización: Diciembre 2020,1,1,0,2,0,0,2,0,0,0,0,0,0,2,0
4818,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD CALIFORNIA SANTANDER,804011439,Territorial,Municipal,68,Santander,132,CALIFORNIA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Institución prestadora de servicios de salid,"-72,94626","7,34719",2020,4,Ultima actualización: Diciembre 2020,1,4,0,3,2,1,2,2,0,0,0,0,0,5,0
1416,CENTRAL DE TRANSPORTES ESTACION CUCUTA,890501433,Territorial,Municipal,54,Norte de Santander,001,CÚCUTA,Ejecutiva,No Aplica,Descentralizado,No Aplica,Establecimiento Público,"-72,49669","7,889097",2020,4,Ultima actualización: Diciembre 2020,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1238,ALCALDÍA DE VALLE DEL GUAMUEZ,800102912,Territorial,Municipal,86,Putumayo,865,VALLE DEL GUAMUEZ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,800256",",45791",2020,4,Ultima actualización: Diciembre 2020,26,33,0,56,3,0,28,22,9,0,0,5,22,32,0
0498,ALCALDÍA DE TIMBÍO,891500742,Territorial,Municipal,19,Cauca,807,TIMBÍO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,683352","2,352686",2020,4,Ultima actualización: Diciembre 2020,3,1,0,4,0,0,1,3,0,0,0,0,2,2,0
1140,ALCALDÍA DE SOPÓ,899999468,Territorial,Municipal,25,Cundinamarca,758,SOPÓ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,941071","4,908732",2020,4,Ultima actualización: Diciembre 2020,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
5199,AGENCIA NACIONAL DE HIDROCARBUROS,830127607-8,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Minas y Energía,Descentralizado,Adscripción,Agencia Estatal de Naturaleza Especial,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,38,26,0,62,2,14,43,7,0,0,0,1,11,52,0
0429,ALCALDÍA DE MOGOTES,804007570,Territorial,Municipal,68,Santander,464,MOGOTES,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,970517","6,474867",2020,4,Ultima actualización: Diciembre 2020,5,5,0,10,0,0,5,5,0,0,0,4,1,5,0
5963,PERSONERÍA DE CALI,NULL,Territorial,Municipal,76,Valle del Cauca,001,CALI,Organismos de control y vigilancia,No Aplica,No Aplica,No Aplica,Personeria Municipal,"-76,531985","3,451647",2020,4,Ultima actualización: Diciembre 2020,1,5,0,5,1,0,3,3,0,0,0,0,1,5,0
0022,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,899999020,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Función Pública,Central,Cabeza,Departamento Administrativo,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,10,24,0,26,8,11,19,1,3,0,0,2,9,23,0
0717,ALCALDÍA DE LABATECA,890503680,Territorial,Municipal,54,Norte de Santander,377,LABATECA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,496536","7,298618",2020,4,Ultima actualización: Diciembre 2020,10,14,0,23,1,0,8,8,8,0,0,2,9,13,0
0454,ALCALDÍA DE PUERTO INÍRIDA,892099105,Territorial,Municipal,94,Guainía,001,INÍRIDA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-67,923917","3,868297",2020,4,Ultima actualización: Diciembre 2020,29,59,0,86,2,1,24,45,16,2,0,5,22,61,0
0480,ALCALDÍA DE SAN VICENTE DEL CAGUAN,800095785,Territorial,Municipal,18,Caquetá,753,SAN VICENTE DEL CAGUÁN,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,773206","2,113645",2020,4,Ultima actualización: Diciembre 2020,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3742,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL ROSAL  S.A",900322072,Territorial,Municipal,25,Cundinamarca,260,EL ROSAL,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-74,264824","4,85225",2020,4,Ultima actualización: Diciembre 2020,5,1,0,3,3,0,3,2,1,0,0,0,1,5,0
0456,ALCALDÍA DE PUERTO LÓPEZ,892099325,Territorial,Municipal,50,Meta,573,PUERTO LÓPEZ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,955918","4,091354",2020,4,Ultima actualización: Diciembre 2020,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0260,ALCALDÍA DE CONFINES,890208947,Territorial,Municipal,68,Santander,209,CONFINES,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,241843","6,356618",2020,4,Ultima actualización: Diciembre 2020,5,8,0,9,4,1,7,5,0,0,0,0,3,10,0
1223,ALCALDÍA DE ÚMBITA,800099631,Territorial,Municipal,15,Boyacá,842,UMBITA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,456773","5,218218",2020,4,Ultima actualización: Diciembre 2020,2,0,0,2,0,0,1,0,1,0,0,1,1,0,0
0152,ALCALDÍA DE BUCARAMANGA,890201222-0,Territorial,Municipal,68,Santander,001,BUCARAMANGA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,122742","7,119349",2020,4,Ultima actualización: Diciembre 2020,91,154,0,233,12,50,131,36,28,0,0,8,57,180,0
8034,UNIDAD DE PROYECCIÓN NORMATIVA Y ESTUDIOS DE REGULACIÓN FINANCIERA,NULL,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Hacienda y Crédito Público,Central,Adscripción,Unidad Administrativa Especial sin Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0
0976,ALCALDÍA DE ROSAS,800095983,Territorial,Municipal,19,Cauca,622,ROSAS,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,740614","2,261858",2020,4,Ultima actualización: Diciembre 2020,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0827,INSTITUTO NACIONAL DE VÍAS,800215807-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Transporte,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,80,68,0,146,2,28,112,5,2,1,0,1,30,117,0
0273,DEFENSA CIVIL COLOMBIANA,899999717,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Defensa,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,11,15,0,13,13,4,4,9,9,0,0,2,9,15,0
3575,HOSPITAL SAN ISIDRO DE ALPUJARRA,800025221,Territorial,Municipal,73,Tolima,024,ALPUJARRA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-74,932669","3,391931",2020,4,Ultima actualización: Diciembre 2020,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0748,ALCALDÍA DE MANAURE (BALCÓN DEL CESAR),892301761,Territorial,Municipal,20,Cesar,443,MANAURE,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,957868","10,390337",2020,4,Ultima actualización: Diciembre 2020,2,3,0,5,0,0,5,0,0,0,0,0,2,3,0
6345,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,899999162-4,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Defensa,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,8,9,0,0,17,4,7,2,3,1,0,1,1,15,0
0221,ALCALDÍA DE CHINÁCOTA,890503106,Territorial,Municipal,54,Norte de Santander,172,CHINÁCOTA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,60247","7,600193",2020,4,Ultima actualización: Diciembre 2020,0,5,0,5,0,0,3,2,0,0,0,0,1,4,0
8038,MINISTERIO DEL DEPORTE,899999306-8,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,"Del Deporte, la Recreación, la Actividad Física y el Aprovechamiento del Tiempo Libre",Central,Cabeza,Ministerio,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,0,3,0,3,0,0,1,2,0,0,0,0,0,3,0
